scenario,replicate,status,q,joint_set_covered,mechanisms,proxies,boxes,effects,noise_sd,beta,L,H,optimization_seconds
bounded_nuisance_bias,114,evaluated,2.62211932268,True,"[0.6866051259659665, 0.7954492488024747, -0.2409309727009733, 0.45054105860557714, 0.4315392243959242]","[0.5935781307351767, 0.6558835237121747, -0.1695654766511197, 0.4609858743661988, 0.5006672398047012]","[[0.4362509713744971, 0.7509052900958564], [0.4985563643514951, 0.8132106830728544], [-0.3268926360117994, -0.012238317290440032], [0.3036587150055191, 0.6183130337268785], [0.34334008044402153, 0.6579943991653808]]","[0.46855306988148687, 0.8384345224140017, -0.21876454843204068, 0.4355804124384999]","[0.04, 0.06, 0.08, 0.1]","[0.06, 0.06, 0.06, 0.06]",1.2,0.6,0.0448187999998
nominal,115,evaluated,2.45531490877,True,"[0.651045185665212, 0.43749371516154456, -0.7972212592976942, 0.35172261085810663, -0.4649714999315018]","[0.5936589308192324, 0.3746632756768376, -0.7538990837407954, 0.3477936750928866, -0.5617479721828175]","[[0.44634003629308383, 0.7409778253453809], [0.22734438115068906, 0.5219821702029861], [-0.9012179782669439, -0.6065801892146468], [0.20047478056673806, 0.49511256961903516], [-0.709066866708966, -0.4144290776566689]]","[0.5108056987171854, 0.37273120012541, -0.28279860090142284, 0.4671395719259275]","[0.04, 0.06, 0.08, 0.1]","[0.0, 0.0, 0.0, 0.0]",1.2,0.6,0.0440229000001
extrapolation,115,evaluated,2.45531490877,True,"[-0.7, -0.5499999999999999, -0.39999999999999997, -0.25, 0.95]","[-0.7573862548459795, -0.6128304394847068, -0.3566778244431012, -0.25392893576522, 0.8532235277486843]","[[-0.9047051493721281, -0.610067360319831], [-0.7601493340108554, -0.4655115449585583], [-0.5039967189692498, -0.20935892991695265], [-0.40124783029136857, -0.10661004123907147], [0.7059046332225357, 1.0]]","[-0.27997936281529684, -0.1864352542132719, -0.1871343662056667, 0.08774336691441059]","[0.04, 0.06, 0.08, 0.1]","[0.0, 0.0, 0.0, 0.0]",1.2,0.6,0.0125136000001
proxy_shift,115,evaluated,2.45531490877,False,"[0.651045185665212, 0.43749371516154456, -0.7972212592976942, 0.35172261085810663, -0.4649714999315018]","[0.47888642112727314, 0.2490023967074237, -0.667254732626998, 0.33993580356244657, -0.755300916685449]","[[0.3315675266011246, 0.6262053156534217], [0.10168350218127514, 0.39632129123357224], [-0.8145736271531465, -0.5199358381008494], [0.19261690903629802, 0.4872546980885951], [-0.9026198112115975, -0.6079820221593004]]","[0.5108056987171854, 0.37273120012541, -0.28279860090142284, 0.4671395719259275]","[0.04, 0.06, 0.08, 0.1]","[0.0, 0.0, 0.0, 0.0]",1.2,0.6,0.0073433
understated_LH,115,evaluated,2.45531490877,True,"[0.651045185665212, 0.43749371516154456, -0.7972212592976942, 0.35172261085810663, -0.4649714999315018]","[0.5936589308192324, 0.3746632756768376, -0.7538990837407954, 0.3477936750928866, -0.5617479721828175]","[[0.44634003629308383, 0.7409778253453809], [0.22734438115068906, 0.5219821702029861], [-0.9012179782669439, -0.6065801892146468], [0.20047478056673806, 0.49511256961903516], [-0.709066866708966, -0.4144290776566689]]","[0.5108056987171854, 0.37273120012541, -0.28279860090142284, 0.4671395719259275]","[0.04, 0.06, 0.08, 0.1]","[0.0, 0.0, 0.0, 0.0]",0.12,0.06,0.0566750999999
high_noise,115,evaluated,2.45531490877,True,"[0.651045185665212, 0.43749371516154456, -0.7972212592976942, 0.35172261085810663, -0.4649714999315018]","[0.5936589308192324, 0.3746632756768376, -0.7538990837407954, 0.3477936750928866, -0.5617479721828175]","[[0.44634003629308383, 0.7409778253453809], [0.22734438115068906, 0.5219821702029861], [-0.9012179782669439, -0.6065801892146468], [0.20047478056673806, 0.49511256961903516], [-0.709066866708966, -0.4144290776566689]]","[0.49684697308659176, 0.4783606916988661, -0.2730673333127563, 0.9051263057547487]","[0.12, 0.18, 0.24, 0.30000000000000004]","[0.0, 0.0, 0.0, 0.0]",1.2,0.6,0.0376893
bounded_nuisance_bias,115,evaluated,2.45531490877,True,"[0.651045185665212, 0.43749371516154456, -0.7972212592976942, 0.35172261085810663, -0.4649714999315018]","[0.5936589308192324, 0.3746632756768376, -0.7538990837407954, 0.3477936750928866, -0.5617479721828175]","[[0.44634003629308383, 0.7409778253453809], [0.22734438115068906, 0.5219821702029861], [-0.9012179782669439, -0.6065801892146468], [0.20047478056673806, 0.49511256961903516], [-0.709066866708966, -0.4144290776566689]]","[0.4508056987171854, 0.43273120012541, -0.34279860090142283, 0.5271395719259275]","[0.04, 0.06, 0.08, 0.1]","[0.06, 0.06, 0.06, 0.06]",1.2,0.6,0.0472328000001
nominal,116,evaluated,2.55016839761,False,"[0.3154234292934732, -0.6617301396308326, -0.11958402898982412, 0.22897768684179676, 0.32109313960786023]","[0.37323757822893766, -0.643445737545064, -0.09983695165283107, 0.12631962166439747, 0.5621772679974661]","[[0.22022747437205348, 0.5262476820858218], [-0.7964558414019481, -0.4904356336881798], [-0.25284705550971526, 0.05317315220405311], [-0.02669048219248671, 0.27932972552128166], [0.40916716414058196, 0.7151873718543503]]","[0.195459297542342, -0.26587745184588096, -0.031224242809662225, 0.2470775002741014]","[0.04, 0.06, 0.08, 0.1]","[0.0, 0.0, 0.0, 0.0]",1.2,0.6,0.00647819999995
extrapolation,116,evaluated,2.55016839761,True,"[-0.7, -0.5499999999999999, -0.39999999999999997, -0.25, 0.95]","[-0.6421858510645355, -0.5317155979142313, -0.3802529226630069, -0.3526580651773993, 1.0]","[[-0.7951959549214197, -0.48917574720765133], [-0.6847257017711155, -0.3787054940573471], [-0.5332630265198911, -0.22724281880612274], [-0.5056681690342835, -0.1996479613205151], [0.8469898961431158, 1.0]]","[-0.2966423419579184, -0.23945540137613378, -0.15576392741259948, -0.037288346152402604]","[0.04, 0.06, 0.08, 0.1]","[0.0, 0.0, 0.0, 0.0]",1.2,0.6,0.0184024
proxy_shift,116,evaluated,2.55016839761,False,"[0.3154234292934732, -0.6617301396308326, -0.11958402898982412, 0.22897768684179676, 0.32109313960786023]","[0.4888658760998664, -0.6068769333735266, -0.06034279697884497, -0.07899650869040103, 1.0]","[[0.33585577224298224, 0.6418759799567506], [-0.7598870372304107, -0.45386682951664237], [-0.21335290083572916, 0.09266730687803922], [-0.23200661254728522, 0.07401359516648315], [0.8469898961431158, 1.0]]","[0.195459297542342, -0.26587745184588096, -0.031224242809662225, 0.2470775002741014]","[0.04, 0.06, 0.08, 0.1]","[0.0, 0.0, 0.0, 0.0]",1.2,0.6,0.00538690000008
understated_LH,116,evaluated,2.55016839761,False,"[0.3154234292934732, -0.6617301396308326, -0.11958402898982412, 0.22897768684179676, 0.32109313960786023]","[0.37323757822893766, -0.643445737545064, -0.09983695165283107, 0.12631962166439747, 0.5621772679974661]","[[0.22022747437205348, 0.5262476820858218], [-0.7964558414019481, -0.4904356336881798], [-0.25284705550971526, 0.05317315220405311], [-0.02669048219248671, 0.27932972552128166], [0.40916716414058196, 0.7151873718543503]]","[0.195459297542342, -0.26587745184588096, -0.031224242809662225, 0.2470775002741014]","[0.04, 0.06, 0.08, 0.1]","[0.0, 0.0, 0.0, 0.0]",0.12,0.06,0.00629330000015
high_noise,116,evaluated,2.55016839761,False,"[0.3154234292934732, -0.6617301396308326, -0.11958402898982412, 0.22897768684179676, 0.32109313960786023]","[0.37323757822893766, -0.643445737545064, -0.09983695165283107, 0.12631962166439747, 0.5621772679974661]","[[0.22022747437205348, 0.5262476820858218], [-0.7964558414019481, -0.4904356336881798], [-0.25284705550971526, 0.05317315220405311], [-0.02669048219248671, 0.27932972552128166], [0.40916716414058196, 0.7151873718543503]]","[0.1481746136265053, -0.2662882545981486, 0.04124790236513878, 0.4350008079692963]","[0.12, 0.18, 0.24, 0.30000000000000004]","[0.0, 0.0, 0.0, 0.0]",1.2,0.6,0.00544690000015
bounded_nuisance_bias,116,evaluated,2.55016839761,False,"[0.3154234292934732, -0.6617301396308326, -0.11958402898982412, 0.22897768684179676, 0.32109313960786023]","[0.37323757822893766, -0.643445737545064, -0.09983695165283107, 0.12631962166439747, 0.5621772679974661]","[[0.22022747437205348, 0.5262476820858218], [-0.7964558414019481, -0.4904356336881798], [-0.25284705550971526, 0.05317315220405311], [-0.02669048219248671, 0.27932972552128166], [0.40916716414058196, 0.7151873718543503]]","[0.135459297542342, -0.20587745184588097, -0.09122424280966222, 0.3070775002741014]","[0.04, 0.06, 0.08, 0.1]","[0.06, 0.06, 0.06, 0.06]",1.2,0.6,0.00539789999993
nominal,117,evaluated,2.4144726243,True,"[0.34665558089121595, -0.5111314799086943, -0.7473584785850307, 0.3205986342293927, -0.6688362806513697]","[0.3986499583021756, -0.5413714332930496, -0.8252112559149589, 0.2607436032240571, -0.6360525163351103]","[[0.25378160084399537, 0.5435183157603558], [-0.6862397907512299, -0.3965030758348694], [-0.9700796133731391, -0.6803428984567788], [0.11587524576587688, 0.4056119606822373], [-0.7809208737932904, -0.49118415887693007]]","[0.22628531064835355, -0.19744773435103738, -0.24481867011787792, 0.18426633180817478]","[0.04, 0.06, 0.08, 0.1]","[0.0, 0.0, 0.0, 0.0]",1.2,0.6,0.0488287000001
extrapolation,117,evaluated,2.4144726243,True,"[-0.7, -0.5499999999999999, -0.39999999999999997, -0.25, 0.95]","[-0.6480056225890403, -0.5802399533843552, -0.47785277732992826, -0.3098550310053356, 0.9827837643162594]","[[-0.7928739800472204, -0.5031372651308601], [-0.7251083108425354, -0.43537159592617497], [-0.6227211347881085, -0.33298441987174804], [-0.45472338846351584, -0.1649866735471554], [0.8379154068580792, 1.0]]","[-0.2907590654152839, -0.20839546333191636, -0.15596699162073902, -0.1701778940103864]","[0.04, 0.06, 0.08, 0.1]","[0.0, 0.0, 0.0, 0.0]",1.2,0.6,0.0100049999999
proxy_shift,117,evaluated,2.4144726243,False,"[0.34665558089121595, -0.5111314799086943, -0.7473584785850307, 0.3205986342293927, -0.6688362806513697]","[0.5026387131240949, -0.6018513400617601, -0.9809168105748155, 0.14103354121338593, -0.5704849877025915]","[[0.3577703556659147, 0.6475070705822752], [-0.7467196975199404, -0.4569829826035799], [-1.0, -0.8360484531166352], [-0.003834816244794287, 0.2859018986715661], [-0.7153533451607716, -0.42561663024441126]]","[0.22628531064835355, -0.19744773435103738, -0.24481867011787792, 0.18426633180817478]","[0.04, 0.06, 0.08, 0.1]","[0.0, 0.0, 0.0, 0.0]",1.2,0.6,0.0529277000001
understated_LH,117,evaluated,2.4144726243,True,"[0.34665558089121595, -0.5111314799086943, -0.7473584785850307, 0.3205986342293927, -0.6688362806513697]","[0.3986499583021756, -0.5413714332930496, -0.8252112559149589, 0.2607436032240571, -0.6360525163351103]","[[0.25378160084399537, 0.5435183157603558], [-0.6862397907512299, -0.3965030758348694], [-0.9700796133731391, -0.6803428984567788], [0.11587524576587688, 0.4056119606822373], [-0.7809208737932904, -0.49118415887693007]]","[0.22628531064835355, -0.19744773435103738, -0.24481867011787792, 0.18426633180817478]","[0.04, 0.06, 0.08, 0.1]","[0.0, 0.0, 0.0, 0.0]",0.12,0.06,0.0135006
high_noise,117,evaluated,2.4144726243,True,"[0.34665558089121595, -0.5111314799086943, -0.7473584785850307, 0.3205986342293927, -0.6688362806513697]","[0.3986499583021756, -0.5413714332930496, -0.8252112559149589, 0.2607436032240571, -0.6360525163351103]","[[0.25378160084399537, 0.5435183157603558], [-0.6862397907512299, -0.3965030758348694], [-0.9700796133731391, -0.6803428984567788], [0.11587524576587688, 0.4056119606822373], [-0.7809208737932904, -0.49118415887693007]]","[0.19076717981778574, -0.1357386610148702, -0.17275265335935602, 0.10641054378740196]","[0.12, 0.18, 0.24, 0.30000000000000004]","[0.0, 0.0, 0.0, 0.0]",1.2,0.6,0.0694227000001
bounded_nuisance_bias,117,evaluated,2.4144726243,True,"[0.34665558089121595, -0.5111314799086943, -0.7473584785850307, 0.3205986342293927, -0.6688362806513697]","[0.3986499583021756, -0.5413714332930496, -0.8252112559149589, 0.2607436032240571, -0.6360525163351103]","[[0.25378160084399537, 0.5435183157603558], [-0.6862397907512299, -0.3965030758348694], [-0.9700796133731391, -0.6803428984567788], [0.11587524576587688, 0.4056119606822373], [-0.7809208737932904, -0.49118415887693007]]","[0.16628531064835356, -0.13744773435103738, -0.3048186701178779, 0.24426633180817478]","[0.04, 0.06, 0.08, 0.1]","[0.06, 0.06, 0.06, 0.06]",1.2,0.6,0.0501380999999
nominal,118,evaluated,2.6428920916,False,"[-0.17653976397322868, 0.799038894045216, 0.6469235687208019, 0.416334233479726, -0.4086033290797513]","[-0.14132212287969417, 0.7534831508106086, 0.5498340272151588, 0.4233572403618076, -0.1497117322300735]","[[-0.2998956483759123, 0.01725140261652397], [0.5949096253143904, 0.9120566763068267], [0.39126050171894067, 0.708407552711377], [0.2647837148655895, 0.5819307658580257], [-0.3082852577262917, 0.00886179326614464]]","[-0.08119407298626691, 0.6887862694103669, 0.6101950113418588, 0.41620893923733904]","[0.04, 0.06, 0.08, 0.1]","[0.0, 0.0, 0.0, 0.0]",1.2,0.6,0.00575279999998
extrapolation,118,evaluated,2.6428920916,True,"[-0.7, -0.5499999999999999, -0.39999999999999997, -0.25, 0.95]","[-0.6647823589064654, -0.5955557432346074, -0.49708954150564305, -0.24297699311791834, 1.0]","[[-0.8233558844026836, -0.5062088334102472], [-0.7541292687308255, -0.4369822177383892], [-0.6556630670018612, -0.33851601600942494], [-0.4015505186141365, -0.0844034676217002], [0.8414264745037818, 1.0]]","[-0.25762010108144673, -0.2214260132758632, -0.0955121610205597, -0.016841859040641838]","[0.04, 0.06, 0.08, 0.1]","[0.0, 0.0, 0.0, 0.0]",1.2,0.6,0.00876000000017
proxy_shift,118,evaluated,2.6428920916,False,"[-0.17653976397322868, 0.799038894045216, 0.6469235687208019, 0.416334233479726, -0.4086033290797513]","[-0.07088684069262519, 0.6623716643413938, 0.3556549442038726, 0.4374032541259709, 0.36807146146928205]","[[-0.22946036618884333, 0.08768668480359296], [0.5037981388451757, 0.820945189837612], [0.19708141870765447, 0.5142284697000907], [0.27882972862975275, 0.5959767796221891], [0.2094979359730639, 0.5266449869655002]]","[-0.08119407298626691, 0.6887862694103669, 0.6101950113418588, 0.41620893923733904]","[0.04, 0.06, 0.08, 0.1]","[0.0, 0.0, 0.0, 0.0]",1.2,0.6,0.0388086
understated_LH,118,evaluated,2.6428920916,False,"[-0.17653976397322868, 0.799038894045216, 0.6469235687208019, 0.416334233479726, -0.4086033290797513]","[-0.14132212287969417, 0.7534831508106086, 0.5498340272151588, 0.4233572403618076, -0.1497117322300735]","[[-0.2998956483759123, 0.01725140261652397], [0.5949096253143904, 0.9120566763068267], [0.39126050171894067, 0.708407552711377], [0.2647837148655895, 0.5819307658580257], [-0.3082852577262917, 0.00886179326614464]]","[-0.08119407298626691, 0.6887862694103669, 0.6101950113418588, 0.41620893923733904]","[0.04, 0.06, 0.08, 0.1]","[0.0, 0.0, 0.0, 0.0]",0.12,0.06,0.00675279999996
high_noise,118,evaluated,2.6428920916,False,"[-0.17653976397322868, 0.799038894045216, 0.6469235687208019, 0.416334233479726, -0.4086033290797513]","[-0.14132212287969417, 0.7534831508106086, 0.5498340272151588, 0.4233572403618076, -0.1497117322300735]","[[-0.2998956483759123, 0.01725140261652397], [0.5949096253143904, 0.9120566763068267], [0.39126050171894067, 0.708407552711377], [0.2647837148655895, 0.5819307658580257], [-0.3082852577262917, 0.00886179326614464]]","[-0.050434275149160275, 0.7244342428586404, 0.8031706893007393, 0.6450252211560554]","[0.12, 0.18, 0.24, 0.30000000000000004]","[0.0, 0.0, 0.0, 0.0]",1.2,0.6,0.00634379999997
bounded_nuisance_bias,118,evaluated,2.6428920916,False,"[-0.17653976397322868, 0.799038894045216, 0.6469235687208019, 0.416334233479726, -0.4086033290797513]","[-0.14132212287969417, 0.7534831508106086, 0.5498340272151588, 0.4233572403618076, -0.1497117322300735]","[[-0.2998956483759123, 0.01725140261652397], [0.5949096253143904, 0.9120566763068267], [0.39126050171894067, 0.708407552711377], [0.2647837148655895, 0.5819307658580257], [-0.3082852577262917, 0.00886179326614464]]","[-0.1411940729862669, 0.7487862694103669, 0.5501950113418588, 0.47620893923733904]","[0.04, 0.06, 0.08, 0.1]","[0.06, 0.06, 0.06, 0.06]",1.2,0.6,0.00584659999981
nominal,119,evaluated,2.56711280334,True,"[0.602263436438359, 0.007655278629589146, -0.0830435933021404, 0.3382793654468981, 0.0431214286549233]","[0.6959806853613535, -0.0824253031583698, -0.05187579542493871, 0.4220304057188763, -0.05603987487991778]","[[0.541953917160936, 0.850007453561771], [-0.23645207135878726, 0.07160146504204767], [-0.2059025636253562, 0.10215097277547876], [0.2680036375184588, 0.5760571739192938], [-0.21006664308033524, 0.09798689332049969]]","[0.4868140503487628, -0.07962368126333101, -0.05681027806037117, 0.24381398772109808]","[0.04, 0.06, 0.08, 0.1]","[0.0, 0.0, 0.0, 0.0]",1.2,0.6,0.0482958
extrapolation,119,evaluated,2.56711280334,True,"[-0.7, -0.5499999999999999, -0.39999999999999997, -0.25, 0.95]","[-0.6062827510770055, -0.6400805817879589, -0.36883220212279827, -0.16624895972802176, 0.8508386964651589]","[[-0.760309519277423, -0.45225598287658797], [-0.7941073499883764, -0.4860538135875414], [-0.5228589703232157, -0.2148054339223808], [-0.3202757279284392, -0.012222191527604287], [0.6968119282647414, 1.0]]","[-0.256360385575415, -0.3234844294283534, -0.2010529935956463, -0.12473351027318753]","[0.04, 0.06, 0.08, 0.1]","[0.0, 0.0, 0.0, 0.0]",1.2,0.6,0.0103022000001
proxy_shift,119,evaluated,2.56711280334,False,"[0.602263436438359, 0.007655278629589146, -0.0830435933021404, 0.3382793654468981, 0.0431214286549233]","[0.8834151832073424, -0.26258646673428765, 0.010459800329464641, 0.5895324862628328, -0.25436248194959993]","[[0.7293884150069249, 1.0], [-0.41661323493470515, -0.10855969853387018], [-0.14356696787095283, 0.1644865685298821], [0.43550571806241534, 0.7435592544632503], [-0.40838925015001737, -0.10033571374918246]]","[0.4868140503487628, -0.07962368126333101, -0.05681027806037117, 0.24381398772109808]","[0.04, 0.06, 0.08, 0.1]","[0.0, 0.0, 0.0, 0.0]",1.2,0.6,0.0387109000001
understated_LH,119,evaluated,2.56711280334,True,"[0.602263436438359, 0.007655278629589146, -0.0830435933021404, 0.3382793654468981, 0.0431214286549233]","[0.6959806853613535, -0.0824253031583698, -0.05187579542493871, 0.4220304057188763, -0.05603987487991778]","[[0.541953917160936, 0.850007453561771], [-0.23645207135878726, 0.07160146504204767], [-0.2059025636253562, 0.10215097277547876], [0.2680036375184588, 0.5760571739192938], [-0.21006664308033524, 0.09798689332049969]]","[0.4868140503487628, -0.07962368126333101, -0.05681027806037117, 0.24381398772109808]","[0.04, 0.06, 0.08, 0.1]","[0.0, 0.0, 0.0, 0.0]",0.12,0.06,0.0615294000002
high_noise,119,evaluated,2.56711280334,True,"[0.602263436438359, 0.007655278629589146, -0.0830435933021404, 0.3382793654468981, 0.0431214286549233]","[0.6959806853613535, -0.0824253031583698, -0.05187579542493871, 0.4220304057188763, -0.05603987487991778]","[[0.541953917160936, 0.850007453561771], [-0.23645207135878726, 0.07160146504204767], [-0.2059025636253562, 0.10215097277547876], [0.2680036375184588, 0.5760571739192938], [-0.21006664308033524, 0.09798689332049969]]","[0.5200932791979328, -0.248092540120038, -0.07491626525166381, 0.25684696717472305]","[0.12, 0.18, 0.24, 0.30000000000000004]","[0.0, 0.0, 0.0, 0.0]",1.2,0.6,0.0407637000001
